# Generated by LORRAX unknown at 2026-07-18 02:23:21 UTC
# G0W0 diagonal energies (eV)
# columns: band  E_DFT  Re[H0+Sigma_xc(E_DFT)]  Im[H0+Sigma_xc(E_DFT)]

k-point 0:
--------------------------------------------------------------------------------
n=0    E_DFT=  -65.372251  Re=  -81.200171  Im=    0.000133
n=1    E_DFT=  -65.372251  Re=  -81.200175  Im=    0.000135
n=2    E_DFT=  -41.997237  Re=  -49.208442  Im=  821.095315
n=3    E_DFT=  -41.997237  Re=  -49.208440  Im=  821.095104
n=4    E_DFT=  -39.497232  Re=  -45.669165  Im= -232.762166
n=5    E_DFT=  -39.497232  Re=  -45.669164  Im= -232.762236
n=6    E_DFT=  -39.272875  Re=  -46.946845  Im= -589.016494
n=7    E_DFT=  -39.272875  Re=  -46.946842  Im= -589.016343
n=8    E_DFT=  -19.398604  Re=  -22.487644  Im=    0.193753
n=9    E_DFT=  -19.398604  Re=  -22.487645  Im=    0.193753
n=10   E_DFT=  -18.214280  Re=  -18.755434  Im=   -1.214873
n=11   E_DFT=  -18.214280  Re=  -18.755434  Im=   -1.214872
n=12   E_DFT=  -10.873768  Re=  -10.197263  Im=    5.106488
n=13   E_DFT=  -10.873768  Re=  -10.197253  Im=    5.106489
n=14   E_DFT=   -7.815640  Re=  -11.296102  Im=    5.539652
n=15   E_DFT=   -7.815640  Re=  -11.296096  Im=    5.539647
n=16   E_DFT=   -7.759785  Re=  -11.294771  Im=   55.048818
n=17   E_DFT=   -7.759785  Re=  -11.294766  Im=   55.048817
n=18   E_DFT=   -7.145276  Re=   -6.204252  Im=   -6.454660
n=19   E_DFT=   -7.145276  Re=   -6.204264  Im=   -6.454652
n=20   E_DFT=   -6.779803  Re=   -8.991713  Im=  254.426514
n=21   E_DFT=   -6.779803  Re=   -8.991716  Im=  254.426448
n=22   E_DFT=   -6.699109  Re=   -8.882845  Im= -250.749536
n=23   E_DFT=   -6.699109  Re=   -8.882846  Im= -250.749533
n=24   E_DFT=   -5.386093  Re=   -8.964122  Im=  -13.794889
n=25   E_DFT=   -5.386093  Re=   -8.964115  Im=  -13.794893
n=26   E_DFT=   -2.581488  Re=   -1.302578  Im= -258.976322
n=27   E_DFT=   -2.581488  Re=   -1.302561  Im= -258.976196
n=28   E_DFT=   -2.505729  Re=   -1.346705  Im=  267.050258
