# k =   0.000000   0.000000   0.000000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -1.08300627E+01  -9.82207191E+00   1.00799082E+00
# Error est. for CH(vbm) CH(cbm) diff =   2.88372211E-01   2.23896090E-01  -6.44761210E-02
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -2.38950283E-01  -2.00843256E-01   3.81070269E-02
      2  -4.77900567E-01  -4.01686510E-01   7.62140567E-02
      3  -7.45678491E-01  -5.75427808E-01   1.70250683E-01
      4  -1.01345642E+00  -7.49169106E-01   2.64287310E-01
      5  -1.91006350E+00  -9.76386788E-01   9.33676707E-01
      6  -2.80667057E+00  -1.20345161E+00   1.60321896E+00
      7  -3.83311278E+00  -1.34334966E+00   2.48976312E+00
      8  -4.85955499E+00  -1.48337260E+00   3.37618239E+00
      9  -4.97770784E+00  -2.90212984E+00   2.07557800E+00
     10  -5.09586069E+00  -4.32088707E+00   7.74973613E-01
     11  -5.18223797E+00  -4.58055658E+00   6.01681385E-01
     12  -5.26861525E+00  -4.84022610E+00   4.28389157E-01
     13  -5.36221256E+00  -4.96321392E+00   3.98998641E-01
     14  -5.45580986E+00  -5.08620173E+00   3.69608128E-01
     15  -5.52605658E+00  -5.20101067E+00   3.25045902E-01
     16  -5.59630329E+00  -5.31581961E+00   2.80483678E-01
     17  -5.74543989E+00  -5.54844933E+00   1.96990557E-01
     18  -5.89457642E+00  -5.78107905E+00   1.13497372E-01
     19  -6.06316743E+00  -5.84415256E+00   2.19014868E-01
     20  -6.23173522E+00  -5.90722607E+00   3.24509149E-01
     21  -6.30602109E+00  -6.05029355E+00   2.55727538E-01
     22  -6.38030696E+00  -6.19336103E+00   1.86945927E-01
     23  -6.53773359E+00  -6.27037086E+00   2.67362731E-01
     24  -6.69516023E+00  -6.34738069E+00   3.47779535E-01
     25  -6.84663362E+00  -6.39361427E+00   4.53019350E-01
     26  -6.99810700E+00  -6.43987857E+00   5.58228436E-01
     27  -7.11679473E+00  -6.51240538E+00   6.04389343E-01
     28  -7.23548245E+00  -6.58487135E+00   6.50611098E-01
     29  -7.31488062E+00  -6.64805466E+00   6.66825954E-01
     30  -7.39427879E+00  -6.71123797E+00   6.83040811E-01
     31  -7.47285141E+00  -6.78710990E+00   6.85741508E-01
     32  -7.55142404E+00  -6.86298183E+00   6.88442205E-01
     33  -7.58593441E+00  -6.90704734E+00   6.78887077E-01
     34  -7.62044478E+00  -6.95111277E+00   6.69332013E-01
     35  -7.65831852E+00  -6.99616125E+00   6.62157262E-01
     36  -7.69619225E+00  -7.04120978E+00   6.54982476E-01
     37  -7.74625897E+00  -7.11050793E+00   6.35751041E-01
     38  -7.79632569E+00  -7.17980359E+00   6.16522095E-01
     39  -7.83921612E+00  -7.26665560E+00   5.72560521E-01
     40  -7.88210656E+00  -7.35350810E+00   5.28598454E-01
     41  -7.90349621E+00  -7.40287066E+00   5.00625550E-01
     42  -7.92488587E+00  -7.45223322E+00   4.72652647E-01
     43  -7.96493340E+00  -7.49785212E+00   4.67081280E-01
     44  -8.00498092E+00  -7.54347101E+00   4.61509905E-01
     45  -8.07391989E+00  -7.58648240E+00   4.87437495E-01
     46  -8.14285887E+00  -7.62949378E+00   5.13365086E-01
     47  -8.20958176E+00  -7.66649020E+00   5.43091556E-01
     48  -8.27623507E+00  -7.70359984E+00   5.72635229E-01
     49  -8.37048419E+00  -7.73531937E+00   6.35164812E-01
     50  -8.46491552E+00  -7.76652752E+00   6.98387996E-01
     51  -8.51345156E+00  -7.79289609E+00   7.20555467E-01
     52  -8.56179759E+00  -7.81954803E+00   7.42249563E-01
     53  -8.61105274E+00  -7.84993521E+00   7.61117530E-01
     54  -8.66030789E+00  -7.88032239E+00   7.79985498E-01
     55  -8.67698624E+00  -7.91117753E+00   7.65808713E-01
     56  -8.69366460E+00  -7.94203267E+00   7.51631921E-01
     57  -8.71668498E+00  -7.96193084E+00   7.54754148E-01
     58  -8.73970537E+00  -7.98182900E+00   7.57876373E-01
     59  -8.75937985E+00  -8.00462667E+00   7.54753172E-01
     60  -8.77905345E+00  -8.02742435E+00   7.51629100E-01
     61  -8.79450743E+00  -8.06407608E+00   7.30431343E-01
     62  -8.80994807E+00  -8.10072782E+00   7.09220252E-01
     63  -8.82964917E+00  -8.12066770E+00   7.08981466E-01
     64  -8.84935027E+00  -8.14060759E+00   7.08742680E-01
     65  -8.86573449E+00  -8.16840060E+00   6.97333898E-01
     66  -8.88211872E+00  -8.19623552E+00   6.85883197E-01
     67  -8.90408495E+00  -8.21717033E+00   6.86914617E-01
     68  -8.92605117E+00  -8.23823054E+00   6.87820639E-01
     69  -8.94421192E+00  -8.25548195E+00   6.88729970E-01
     70  -8.96237266E+00  -8.27273336E+00   6.89639300E-01
     71  -8.98459214E+00  -8.29216327E+00   6.92428869E-01
     72  -9.00681162E+00  -8.31165197E+00   6.95159646E-01
     73  -9.02363504E+00  -8.33337915E+00   6.90255895E-01
     74  -9.04045847E+00  -8.35512902E+00   6.85329454E-01
     75  -9.06411553E+00  -8.37760291E+00   6.86512622E-01
     76  -9.08777259E+00  -8.40007680E+00   6.87695793E-01
     77  -9.10638156E+00  -8.42152948E+00   6.84852084E-01
     78  -9.12499053E+00  -8.44298216E+00   6.82008372E-01
     79  -9.14132367E+00  -8.45936340E+00   6.81960276E-01
     80  -9.15765681E+00  -8.47574464E+00   6.81912174E-01
     81  -9.18194024E+00  -8.49286404E+00   6.89076199E-01
     82  -9.20622366E+00  -8.50998344E+00   6.96240223E-01
     83  -9.22840270E+00  -8.52280067E+00   7.05602026E-01
     84  -9.25035913E+00  -8.53489141E+00   7.15467723E-01
     85  -9.26734051E+00  -8.55084297E+00   7.16497541E-01
     86  -9.28426241E+00  -8.56661837E+00   7.17644039E-01
     87  -9.30284777E+00  -8.57950040E+00   7.23347367E-01
     88  -9.32148150E+00  -8.59253931E+00   7.28942195E-01
     89  -9.34170366E+00  -8.60381601E+00   7.37887650E-01
     90  -9.36192582E+00  -8.61509271E+00   7.46833105E-01
     91  -9.38032402E+00  -8.62969427E+00   7.50629754E-01
     92  -9.39872222E+00  -8.64429277E+00   7.54429458E-01
     93  -9.40882726E+00  -8.65710813E+00   7.51719131E-01
     94  -9.41893230E+00  -8.66992656E+00   7.49005741E-01
     95  -9.43132022E+00  -8.68048162E+00   7.50838597E-01
     96  -9.44352136E+00  -8.69057469E+00   7.52946674E-01
     97  -9.45983313E+00  -8.69996827E+00   7.59864854E-01
     98  -9.47610194E+00  -8.70925211E+00   7.66849830E-01
     99  -9.49289692E+00  -8.71953336E+00   7.73363558E-01
    100  -9.51005458E+00  -8.73073814E+00   7.79316438E-01
    101  -9.51832453E+00  -8.74163100E+00   7.76693528E-01
    102  -9.52659447E+00  -8.75252386E+00   7.74070617E-01
    103  -9.53603355E+00  -8.76482282E+00   7.71210726E-01
    104  -9.54547262E+00  -8.77712179E+00   7.68350834E-01
    105  -9.55679439E+00  -8.78841015E+00   7.68384233E-01
    106  -9.56811615E+00  -8.79970030E+00   7.68415851E-01
    107  -9.58374356E+00  -8.81280188E+00   7.70941678E-01
    108  -9.59937096E+00  -8.82590986E+00   7.73461099E-01
    109  -9.61086812E+00  -8.83975783E+00   7.71110294E-01
    110  -9.62236528E+00  -8.85360579E+00   7.68759489E-01
    111  -9.63267277E+00  -8.86250206E+00   7.70170711E-01
    112  -9.64298026E+00  -8.87139833E+00   7.71581934E-01
    113  -9.65142031E+00  -8.88089771E+00   7.70522595E-01
    114  -9.65986035E+00  -8.89039710E+00   7.69463255E-01
    115  -9.67253223E+00  -8.89856735E+00   7.73964879E-01
    116  -9.68520412E+00  -8.90673761E+00   7.78466505E-01
    117  -9.69328437E+00  -8.91551916E+00   7.77765209E-01
    118  -9.70136463E+00  -8.92430072E+00   7.77063914E-01
    119  -9.71070757E+00  -8.93223250E+00   7.78475079E-01
    120  -9.72005052E+00  -8.94016264E+00   7.79887876E-01
    121  -9.72959339E+00  -8.94759885E+00   7.81994536E-01
    122  -9.73913625E+00  -8.95503646E+00   7.84099796E-01
    123  -9.74976843E+00  -8.96297412E+00   7.86794314E-01
    124  -9.76040061E+00  -8.97091177E+00   7.89488832E-01
    125  -9.76826861E+00  -8.97914013E+00   7.89128485E-01
    126  -9.77613661E+00  -8.98736848E+00   7.88768123E-01
    127  -9.78534071E+00  -8.99441739E+00   7.90923321E-01
    128  -9.79454483E+00  -9.00146631E+00   7.93078520E-01
    129  -9.79994082E+00  -9.00651613E+00   7.93424691E-01
    130  -9.80533834E+00  -9.01156595E+00   7.93772389E-01
    131  -9.81038253E+00  -9.01636186E+00   7.94020672E-01
    132  -9.81542619E+00  -9.02115777E+00   7.94268420E-01
    133  -9.82200262E+00  -9.02753619E+00   7.94466426E-01
    134  -9.82857904E+00  -9.03391461E+00   7.94664433E-01
    135  -9.83947064E+00  -9.04054637E+00   7.98924263E-01
    136  -9.85036223E+00  -9.04717142E+00   8.03190807E-01
    137  -9.85655414E+00  -9.05212498E+00   8.04429160E-01
    138  -9.86274605E+00  -9.05707024E+00   8.05675811E-01
    139  -9.86913460E+00  -9.06262872E+00   8.06505886E-01
    140  -9.87552315E+00  -9.06818719E+00   8.07335960E-01
    141  -9.88396558E+00  -9.07265632E+00   8.11309264E-01
    142  -9.89240802E+00  -9.07712545E+00   8.15282568E-01
    143  -9.89672738E+00  -9.08118203E+00   8.15545346E-01
    144  -9.90104674E+00  -9.08523861E+00   8.15808124E-01
    145  -9.90808958E+00  -9.09203206E+00   8.16057516E-01
    146  -9.91513243E+00  -9.09882552E+00   8.16306909E-01
    147  -9.92232635E+00  -9.10642337E+00   8.15902980E-01
    148  -9.92956775E+00  -9.11378822E+00   8.15779528E-01
    149  -9.93721884E+00  -9.11998539E+00   8.17233448E-01
    150  -9.94490919E+00  -9.12586197E+00   8.19047213E-01
    151  -9.95324341E+00  -9.13126237E+00   8.21981043E-01
    152  -9.96161300E+00  -9.13651939E+00   8.25093610E-01
    153  -9.97114855E+00  -9.14208646E+00   8.29062092E-01
    154  -9.98068410E+00  -9.14765542E+00   8.33028680E-01
    155  -9.98992744E+00  -9.15461352E+00   8.35313929E-01
    156  -9.99917079E+00  -9.16157275E+00   8.37598033E-01
    157  -1.00074843E+01  -9.16612761E+00   8.41356712E-01
    158  -1.00158042E+01  -9.17066427E+00   8.45139886E-01
    159  -1.00240251E+01  -9.17598015E+00   8.48044963E-01
    160  -1.00322294E+01  -9.18131851E+00   8.50910878E-01
    161  -1.00396255E+01  -9.18913286E+00   8.50492671E-01
    162  -1.00470015E+01  -9.19698442E+00   8.50017112E-01
    163  -1.00507467E+01  -9.20183047E+00   8.48916273E-01
    164  -1.00544920E+01  -9.20667653E+00   8.47815434E-01
    165  -1.00613486E+01  -9.21293181E+00   8.48416809E-01
    166  -1.00682053E+01  -9.21918666E+00   8.49018608E-01
    167  -1.00751019E+01  -9.22249380E+00   8.52608116E-01
    168  -1.00819986E+01  -9.22579720E+00   8.56201354E-01
    169  -1.00861077E+01  -9.22999948E+00   8.56108181E-01
    170  -1.00902168E+01  -9.23420177E+00   8.56015008E-01
    171  -1.00941193E+01  -9.23833838E+00   8.55780963E-01
    172  -1.00980219E+01  -9.24247499E+00   8.55546917E-01
    173  -1.01031356E+01  -9.24579109E+00   8.57344479E-01
    174  -1.01082492E+01  -9.24910718E+00   8.59142042E-01
    175  -1.01123150E+01  -9.25265534E+00   8.59659679E-01
    176  -1.01163824E+01  -9.25620350E+00   8.60178868E-01
    177  -1.01204892E+01  -9.25939567E+00   8.61093507E-01
    178  -1.01245954E+01  -9.26258785E+00   8.62007538E-01
    179  -1.01287649E+01  -9.26666746E+00   8.62097448E-01
    180  -1.01329344E+01  -9.27074707E+00   8.62187359E-01
    181  -1.01359075E+01  -9.27396388E+00   8.61943621E-01
    182  -1.01388806E+01  -9.27718069E+00   8.61699884E-01
    183  -1.01418974E+01  -9.28030463E+00   8.61592745E-01
    184  -1.01449142E+01  -9.28342917E+00   8.61485001E-01
    185  -1.01485065E+01  -9.28672928E+00   8.61777245E-01
    186  -1.01520989E+01  -9.29002827E+00   8.62070618E-01
    187  -1.01563971E+01  -9.29315223E+00   8.63244850E-01
    188  -1.01606958E+01  -9.29627728E+00   8.64418507E-01
    189  -1.01639553E+01  -9.29887356E+00   8.65081714E-01
    190  -1.01672378E+01  -9.30152159E+00   8.65716251E-01
    191  -1.01709909E+01  -9.30453157E+00   8.66459338E-01
