# Generated by LORRAX unknown at 2026-07-21 07:35:29 UTC
# G0W0 diagonal energies (eV)
# columns: band  E_DFT  Re[H0+Sigma_xc(E_DFT)]  Im[H0+Sigma_xc(E_DFT)]

k-point 0:
--------------------------------------------------------------------------------
n=0    E_DFT=  -65.461080  Re=  610.915767  Im=    0.000020
n=1    E_DFT=  -65.461080  Re=  610.915767  Im=    0.000020
n=2    E_DFT=  -42.076878  Re=  637.068970  Im=    0.760108
n=3    E_DFT=  -42.076878  Re=  637.068970  Im=    0.760109
n=4    E_DFT=  -39.554728  Re=  630.899208  Im=   -0.520560
n=5    E_DFT=  -39.554728  Re=  630.899208  Im=   -0.520560
n=6    E_DFT=  -39.383435  Re=  616.788300  Im=   -0.193697
n=7    E_DFT=  -39.383435  Re=  616.788300  Im=   -0.193697
n=8    E_DFT=  -19.374135  Re=  377.675113  Im=   -0.000048
n=9    E_DFT=  -19.374135  Re=  377.675113  Im=   -0.000048
n=10   E_DFT=  -18.177279  Re=  355.659708  Im=   -0.001879
n=11   E_DFT=  -18.177279  Re=  355.659708  Im=   -0.001879
n=12   E_DFT=  -10.875837  Re=  405.056250  Im=   -0.000846
n=13   E_DFT=  -10.875837  Re=  405.056250  Im=   -0.000846
n=14   E_DFT=   -7.861774  Re=  514.610858  Im=   -0.003711
n=15   E_DFT=   -7.861774  Re=  514.610858  Im=   -0.003711
n=16   E_DFT=   -7.802675  Re=  509.379980  Im=    0.003222
n=17   E_DFT=   -7.802675  Re=  509.379980  Im=    0.003223
n=18   E_DFT=   -7.121962  Re=  301.907936  Im=    0.000003
n=19   E_DFT=   -7.121962  Re=  301.907936  Im=    0.000003
n=20   E_DFT=   -6.780841  Re=  477.964414  Im=   -0.005347
n=21   E_DFT=   -6.780841  Re=  477.964414  Im=   -0.005347
n=22   E_DFT=   -6.699897  Re=  477.204929  Im=    0.006097
n=23   E_DFT=   -6.699897  Re=  477.204929  Im=    0.006097
n=24   E_DFT=   -5.381421  Re=  444.529037  Im=   -0.000545
n=25   E_DFT=   -5.381421  Re=  444.529037  Im=   -0.000545
n=26   E_DFT=   -2.574767  Re=  457.035380  Im=   -0.009871
n=27   E_DFT=   -2.574767  Re=  457.035380  Im=   -0.009871
n=28   E_DFT=   -2.498945  Re=  454.571455  Im=    0.009715
n=29   E_DFT=   -2.498945  Re=  454.571455  Im=    0.009715
n=30   E_DFT=   -2.333879  Re=  436.212081  Im=    0.000800
n=31   E_DFT=   -2.333879  Re=  436.212081  Im=    0.000800
n=32   E_DFT=   -2.325690  Re=  434.004980  Im=    0.000113
n=33   E_DFT=   -2.325690  Re=  434.004980  Im=    0.000113
n=34   E_DFT=    1.102385  Re=  449.463064  Im=    0.000004
n=35   E_DFT=    1.102385  Re=  449.463064  Im=    0.000004
n=36   E_DFT=    3.746505  Re=  347.535388  Im=   -0.000041
n=37   E_DFT=    3.746505  Re=  347.535388  Im=   -0.000041
n=38   E_DFT=    3.953430  Re=  159.547802  Im=   -0.000018
n=39   E_DFT=    3.953430  Re=  159.547802  Im=   -0.000018
n=40   E_DFT=    4.786070  Re=   54.185114  Im=    0.000014
n=41   E_DFT=    4.786070  Re=   54.185114  Im=    0.000014
n=42   E_DFT=    5.517734  Re=  392.066293  Im=   -0.008763
n=43   E_DFT=    5.517734  Re=  392.066293  Im=   -0.008763
n=44   E_DFT=    5.594438  Re=  390.068737  Im=    0.009233
n=45   E_DFT=    5.594438  Re=  390.068737  Im=    0.009233
n=46   E_DFT=    7.492860  Re=  384.307329  Im=    0.021635
n=47   E_DFT=    7.492860  Re=  384.307329  Im=    0.021635
n=48   E_DFT=    7.510374  Re=  386.581495  Im=   -0.035658
