# Generated by LORRAX 0.1.0 at 2026-05-06 00:15:48 UTC
# Sigma output (all in eV)
# sigTOT = sigSX + sigCOH

k-point 0:
----------------------------------------------------------------------------------------------------
n=0   sigSX=   -3.906892              sigCOH=   -9.337730              sigTOT=  -13.244622              VH=    2.587953
n=1   sigSX=   -3.906892              sigCOH=   -9.337730              sigTOT=  -13.244622              VH=    2.587953
n=2   sigSX=   -3.586888              sigCOH=   -9.956594              sigTOT=  -13.543482              VH=    3.970733
n=3   sigSX=   -3.586888              sigCOH=   -9.956594              sigTOT=  -13.543482              VH=    3.970733
n=4   sigSX=   -3.582847              sigCOH=   -9.931725              sigTOT=  -13.514573              VH=    3.962107
n=5   sigSX=   -3.582847              sigCOH=   -9.931725              sigTOT=  -13.514573              VH=    3.962107
n=6   sigSX=   -3.582847              sigCOH=   -9.931725              sigTOT=  -13.514573              VH=    3.962107
n=7   sigSX=   -3.582847              sigCOH=   -9.931725              sigTOT=  -13.514573              VH=    3.962107
n=8   sigSX=   -1.871797              sigCOH=   -9.188922              sigTOT=  -11.060719              VH=    1.583694
n=9   sigSX=   -1.871797              sigCOH=   -9.188922              sigTOT=  -11.060719              VH=    1.583694
n=10  sigSX=   -1.868602              sigCOH=   -9.164848              sigTOT=  -11.033449              VH=    1.570105
n=11  sigSX=   -1.868602              sigCOH=   -9.164848              sigTOT=  -11.033449              VH=    1.570105
n=12  sigSX=   -1.868602              sigCOH=   -9.164848              sigTOT=  -11.033449              VH=    1.570105
n=13  sigSX=   -1.868602              sigCOH=   -9.164848              sigTOT=  -11.033449              VH=    1.570105
n=14  sigSX=   -2.080393              sigCOH=  -10.388583              sigTOT=  -12.468975              VH=    4.242023
n=15  sigSX=   -2.080393              sigCOH=  -10.388583              sigTOT=  -12.468975              VH=    4.242023
n=16  sigSX=   -7.393359              sigCOH=  -32.828653              sigTOT=  -40.222012              VH=   -0.027661
n=17  sigSX=   -7.393359              sigCOH=  -32.828653              sigTOT=  -40.222012              VH=   -0.027661
n=18  sigSX=   -0.425716              sigCOH=   -5.219418              sigTOT=   -5.645134              VH=   -1.888028
n=19  sigSX=   -0.425716              sigCOH=   -5.219418              sigTOT=   -5.645134              VH=   -1.888028
n=20  sigSX=   -6.555450              sigCOH=  -36.524342              sigTOT=  -43.079792              VH=   14.717840
n=21  sigSX=   -6.555450              sigCOH=  -36.524342              sigTOT=  -43.079792              VH=   14.717840
n=22  sigSX=   -6.740039              sigCOH=  -36.877559              sigTOT=  -43.617598              VH=   13.873151
n=23  sigSX=   -6.740039              sigCOH=  -36.877559              sigTOT=  -43.617598              VH=   13.873151
n=24  sigSX=   -3.945854              sigCOH=  -28.013945              sigTOT=  -31.959799              VH=    8.113672
n=25  sigSX=   -3.945854              sigCOH=  -28.013945              sigTOT=  -31.959799              VH=    8.113672
n=26  sigSX=   -3.703068              sigCOH=  -28.940979              sigTOT=  -32.644047              VH=    3.032267
n=27  sigSX=   -3.703068              sigCOH=  -28.940979              sigTOT=  -32.644047              VH=    3.032267
n=28  sigSX=   -4.400606              sigCOH=  -31.130944              sigTOT=  -35.531549              VH=    2.642202
