# Generated by LORRAX unknown at 2026-07-21 06:43:57 UTC
# G0W0 diagonal energies (eV)
# columns: band  E_DFT  Re[H0+Sigma_xc(E_DFT)]  Im[H0+Sigma_xc(E_DFT)]

k-point 0:
--------------------------------------------------------------------------------
n=0    E_DFT=  -65.484467  Re=  -41.906700  Im=   -0.053371
n=1    E_DFT=  -65.484467  Re=  -41.973839  Im=    0.053389
n=2    E_DFT=  -42.100571  Re=  -78.113993  Im=   -2.945405
n=3    E_DFT=  -42.100571  Re=  -71.717480  Im=    3.312154
n=4    E_DFT=  -39.580049  Re=  -89.652216  Im=    2.361498
n=5    E_DFT=  -39.580049  Re=  -94.220581  Im=   -2.744969
n=6    E_DFT=  -39.404857  Re=  -36.258924  Im=   -0.691490
n=7    E_DFT=  -39.404857  Re=  -36.156038  Im=    0.730355
n=8    E_DFT=  -19.386943  Re=  -20.172598  Im=   -0.000647
n=9    E_DFT=  -19.386943  Re=  -20.176771  Im=    0.000652
n=10   E_DFT=  -18.188235  Re=  -22.945778  Im=   -0.009854
n=11   E_DFT=  -18.188235  Re=  -22.967974  Im=    0.009146
n=12   E_DFT=  -10.891408  Re=  -19.504317  Im=    0.011077
n=13   E_DFT=  -10.891408  Re=  -19.453879  Im=   -0.011708
n=14   E_DFT=   -7.880919  Re=   -9.616842  Im=    0.011087
n=15   E_DFT=   -7.880919  Re=   -9.463913  Im=   -0.005909
n=16   E_DFT=   -7.821581  Re=   -9.443363  Im=   -0.009535
n=17   E_DFT=   -7.821581  Re=   -9.572453  Im=    0.005730
n=18   E_DFT=   -7.130428  Re=   -4.652118  Im=   -0.000593
n=19   E_DFT=   -7.130428  Re=   -4.655811  Im=    0.000312
n=20   E_DFT=   -6.799255  Re=  -11.691304  Im=    0.003903
n=21   E_DFT=   -6.799255  Re=  -11.119825  Im=    0.015199
n=22   E_DFT=   -6.718285  Re=  -11.635884  Im=   -0.020473
n=23   E_DFT=   -6.718285  Re=  -11.083857  Im=    0.002637
n=24   E_DFT=   -5.398968  Re=    4.628251  Im=   -0.031726
n=25   E_DFT=   -5.398968  Re=    4.836604  Im=    0.030878
n=26   E_DFT=   -2.591355  Re=    4.282214  Im=    0.138635
n=27   E_DFT=   -2.591355  Re=    5.793663  Im=   -0.135989
n=28   E_DFT=   -2.515375  Re=    4.551252  Im=   -0.007778
n=29   E_DFT=   -2.515375  Re=    4.339262  Im=    0.007661
n=30   E_DFT=   -2.347811  Re=   -5.820842  Im=   -0.001977
n=31   E_DFT=   -2.347811  Re=   -5.948498  Im=   -0.000389
n=32   E_DFT=   -2.339588  Re=   -5.547747  Im=   -0.006783
n=33   E_DFT=   -2.339588  Re=   -5.506744  Im=    0.006195
n=34   E_DFT=    1.083633  Re=   -0.583967  Im=   -0.000150
n=35   E_DFT=    1.083633  Re=   -0.585356  Im=    0.000177
n=36   E_DFT=    3.734850  Re=    3.416326  Im=   -0.000078
n=37   E_DFT=    3.734850  Re=    3.421465  Im=    0.000395
n=38   E_DFT=    3.946919  Re=   27.326917  Im=    0.036516
n=39   E_DFT=    3.946919  Re=   27.338446  Im=   -0.036699
n=40   E_DFT=    4.785055  Re=   26.502681  Im=   -0.000141
n=41   E_DFT=    4.785055  Re=   26.504039  Im=    0.000117
n=42   E_DFT=    5.503172  Re=    5.329005  Im=    0.021398
n=43   E_DFT=    5.503172  Re=    5.359142  Im=   -0.016720
n=44   E_DFT=    5.579950  Re=    5.302393  Im=   -0.018409
n=45   E_DFT=    5.579950  Re=    5.274646  Im=    0.013094
n=46   E_DFT=    7.479930  Re=   12.429965  Im=    0.910124
n=47   E_DFT=    7.479930  Re=   13.466470  Im=   -0.962133
n=48   E_DFT=    7.497363  Re=   13.049218  Im=    0.593839
n=49   E_DFT=    7.497363  Re=   14.096043  Im=   -0.543805
n=50   E_DFT=    7.654692  Re=  -11.284982  Im=   -0.241369
n=51   E_DFT=    7.654692  Re=  -11.680482  Im=    0.243817
n=52   E_DFT=   10.761649  Re=   11.536005  Im=    0.553277
n=53   E_DFT=   10.761649  Re=   12.327287  Im=   -0.593075
n=54   E_DFT=   10.776236  Re=   12.233530  Im=   -0.400614
n=55   E_DFT=   10.776236  Re=   11.642736  Im=    0.437876
n=56   E_DFT=   10.850507  Re=   15.671814  Im=   -0.001866
n=57   E_DFT=   10.850507  Re=   15.668700  Im=    0.001164
n=58   E_DFT=   11.100027  Re=   13.591705  Im=    0.148333
n=59   E_DFT=   11.100027  Re=   13.539145  Im=   -0.121339
n=60   E_DFT=   11.106968  Re=   13.648489  Im=    0.118020
n=61   E_DFT=   11.106968  Re=   13.597479  Im=   -0.137975
n=62   E_DFT=   11.233375  Re=   89.255606  Im=   -0.003896
n=63   E_DFT=   11.233375  Re=   89.254677  Im=    0.003318
n=64   E_DFT=   14.035511  Re=  144.678855  Im=    0.026420
n=65   E_DFT=   14.035511  Re=  144.626185  Im=   -0.026841
n=66   E_DFT=   14.277797  Re=  114.312267  Im=   -0.006172
n=67   E_DFT=   14.277797  Re=  114.268101  Im=    0.002044
n=68   E_DFT=   14.661947  Re=  111.615720  Im=   -0.021201
n=69   E_DFT=   14.661947  Re=  111.548618  Im=    0.014712
n=70   E_DFT=   16.071643  Re=  205.902753  Im=    0.004076
n=71   E_DFT=   16.071643  Re=  205.884484  Im=   -0.004153
n=72   E_DFT=   18.061621  Re=   23.665366  Im=   -0.051299
n=73   E_DFT=   18.061621  Re=   23.525916  Im=    0.079511
n=74   E_DFT=   18.238654  Re=   23.142402  Im=    0.023913
n=75   E_DFT=   18.238654  Re=   23.201737  Im=   -0.047549
n=76   E_DFT=   20.596833  Re=   91.481835  Im=    0.016956
n=77   E_DFT=   20.596833  Re=   91.417142  Im=   -0.016785
n=78   E_DFT=   20.823270  Re=   21.319768  Im=   -0.501295
n=79   E_DFT=   20.823270  Re=   20.395338  Im=    0.466423
n=80   E_DFT=   20.838623  Re=   21.208043  Im=   -0.492357
n=81   E_DFT=   20.838623  Re=   20.304532  Im=    0.526840
n=82   E_DFT=   21.148651  Re=  198.239134  Im=   -0.002979
n=83   E_DFT=   21.148651  Re=  198.234245  Im=    0.002502
n=84   E_DFT=   21.801451  Re=   91.387859  Im=    0.013803
n=85   E_DFT=   21.801451  Re=   91.396363  Im=   -0.008807
n=86   E_DFT=   22.264416  Re=   34.843572  Im=   -0.238808
n=87   E_DFT=   22.264416  Re=   34.686664  Im=    0.265194
n=88   E_DFT=   22.311075  Re=   34.620851  Im=    0.232322
n=89   E_DFT=   22.311075  Re=   34.700175  Im=   -0.263367
n=90   E_DFT=   22.988316  Re=   58.422506  Im=   -0.001890
n=91   E_DFT=   22.988316  Re=   58.442746  Im=    0.001602
n=92   E_DFT=   23.435678  Re=   43.345453  Im=   -0.019415
n=93   E_DFT=   23.435678  Re=   43.343979  Im=    0.014691
n=94   E_DFT=   23.447355  Re=   43.337081  Im=   -0.013316
n=95   E_DFT=   23.447355  Re=   43.337040  Im=    0.017710
n=96   E_DFT=   24.078748  Re=   34.502220  Im=   -0.381424
n=97   E_DFT=   24.078748  Re=   34.000740  Im=    0.447009
n=98   E_DFT=   24.087456  Re=   72.219810  Im=   -0.118412
n=99   E_DFT=   24.087456  Re=   72.146566  Im=    0.118220

k-point 1:
--------------------------------------------------------------------------------
n=0    E_DFT=  -65.465980  Re=  -33.423193  Im=   -0.174982
n=1    E_DFT=  -65.465980  Re=  -30.698969  Im=   -0.182975
n=2    E_DFT=  -42.126171  Re=  -74.628962  Im=    0.300014
n=3    E_DFT=  -42.126171  Re=  -79.474520  Im=    0.037938
n=4    E_DFT=  -39.593526  Re=  -92.151025  Im=    0.006314
n=5    E_DFT=  -39.593526  Re=  -96.995876  Im=   -0.311050
n=6    E_DFT=  -39.464894  Re=  -39.613294  Im=    0.267809
n=7    E_DFT=  -39.464893  Re=  -43.337834  Im=   -0.312954
n=8    E_DFT=  -18.989633  Re=  -22.552587  Im=    0.122240
n=9    E_DFT=  -18.989633  Re=  -22.506163  Im=    0.127059
n=10   E_DFT=  -18.014213  Re=  -24.146844  Im=    0.214281
n=11   E_DFT=  -18.014213  Re=  -24.304106  Im=    0.212862
n=12   E_DFT=  -10.482477  Re=  -13.273996  Im=    0.155033
n=13   E_DFT=  -10.482477  Re=  -13.518043  Im=    0.137961
n=14   E_DFT=   -8.606804  Re=  -10.184752  Im=    0.178213
n=15   E_DFT=   -8.606804  Re=  -10.134338  Im=    0.155191
n=16   E_DFT=   -8.256218  Re=   -5.268093  Im=    0.025510
n=17   E_DFT=   -8.256218  Re=   -5.285319  Im=    0.022495
n=18   E_DFT=   -7.436881  Re=   -9.268993  Im=    0.003864
n=19   E_DFT=   -7.436880  Re=   -9.280441  Im=   -0.013392
n=20   E_DFT=   -7.317414  Re=  -10.305892  Im=   -0.002565
n=21   E_DFT=   -7.317414  Re=  -10.227893  Im=    0.015638
n=22   E_DFT=   -6.409757  Re=   -7.160819  Im=   -0.039239
n=23   E_DFT=   -6.409757  Re=   -7.142510  Im=   -0.030045
n=24   E_DFT=   -5.682865  Re=   -1.994054  Im=    0.339991
n=25   E_DFT=   -5.682865  Re=   -1.860285  Im=    0.337239
n=26   E_DFT=   -3.039484  Re=    2.498262  Im=   -0.510638
n=27   E_DFT=   -3.039482  Re=    2.550322  Im=   -0.513418
n=28   E_DFT=   -2.737502  Re=   -3.163836  Im=    0.032359
n=29   E_DFT=   -2.737499  Re=   -2.970492  Im=    0.034149
n=30   E_DFT=   -2.697296  Re=   -1.482699  Im=    0.025709
n=31   E_DFT=   -2.697295  Re=   -1.584169  Im=    0.066228
n=32   E_DFT=   -1.968038  Re=    1.619347  Im=   -0.006188
n=33   E_DFT=   -1.968037  Re=    1.419279  Im=    0.019143
n=34   E_DFT=    2.575037  Re=    3.342847  Im=   -0.034310
n=35   E_DFT=    2.575038  Re=    3.347656  Im=   -0.024614
n=36   E_DFT=    4.137793  Re=   10.599359  Im=    0.492336
n=37   E_DFT=    4.137793  Re=   10.488742  Im=    0.496442
n=38   E_DFT=    4.498560  Re=   11.975489  Im=   -0.044790
n=39   E_DFT=    4.498560  Re=   11.928405  Im=   -0.047864
n=40   E_DFT=    5.011368  Re=    6.159936  Im=   -2.800262
n=41   E_DFT=    5.011369  Re=    6.431653  Im=   -2.721773
n=42   E_DFT=    5.208690  Re=   18.782476  Im=   -0.008500
n=43   E_DFT=    5.208690  Re=   18.676511  Im=   -0.005819
n=44   E_DFT=    6.274230  Re=   16.082638  Im=   -0.015937
n=45   E_DFT=    6.274230  Re=   16.021093  Im=   -0.011518
