# Generated by LORRAX unknown at 2026-07-21 01:45:30 UTC
# G0W0 diagonal energies (eV)
# columns: band  E_DFT  Re[H0+Sigma_xc(E_DFT)]  Im[H0+Sigma_xc(E_DFT)]

k-point 0:
--------------------------------------------------------------------------------
n=0    E_DFT=  -65.484467  Re=  -59.892192  Im=   -0.219321
n=1    E_DFT=  -65.484467  Re=  -59.892790  Im=   -0.218975
n=2    E_DFT=  -42.100571  Re=  -46.406782  Im= 5009.383963
n=3    E_DFT=  -42.100571  Re=  -46.409148  Im= 5009.401414
n=4    E_DFT=  -39.580049  Re=  -40.351470  Im= 2248.846418
n=5    E_DFT=  -39.580049  Re=  -40.352731  Im= 2248.839607
n=6    E_DFT=  -39.404857  Re=  -47.057338  Im=-10726.035898
n=7    E_DFT=  -39.404857  Re=  -47.058415  Im=-10726.032027
n=8    E_DFT=  -19.386943  Re=  -18.520906  Im=    0.909891
n=9    E_DFT=  -19.386943  Re=  -18.520912  Im=    0.909884
n=10   E_DFT=  -18.188235  Re=  -20.933403  Im=   27.675346
n=11   E_DFT=  -18.188235  Re=  -20.933428  Im=   27.675284
n=12   E_DFT=  -10.891408  Re=   -6.753164  Im=  -32.387924
n=13   E_DFT=  -10.891408  Re=   -6.753301  Im=  -32.387978
n=14   E_DFT=   -7.880919  Re=   -7.248925  Im= 7134.064206
n=15   E_DFT=   -7.880919  Re=   -7.248950  Im= 7134.062477
n=16   E_DFT=   -7.821581  Re=   -7.031969  Im=-4716.460065
n=17   E_DFT=   -7.821581  Re=   -7.031937  Im=-4716.458857
n=18   E_DFT=   -7.130428  Re=   -1.567289  Im=  210.447005
n=19   E_DFT=   -7.130428  Re=   -1.567217  Im=  210.447031
n=20   E_DFT=   -6.799255  Re=   -4.475250  Im=-1246.845190
n=21   E_DFT=   -6.799255  Re=   -4.475256  Im=-1246.830437
n=22   E_DFT=   -6.718285  Re=   -4.338940  Im= -525.414471
n=23   E_DFT=   -6.718285  Re=   -4.338914  Im= -525.400506
n=24   E_DFT=   -5.398968  Re=   -2.754681  Im= 1020.558058
n=25   E_DFT=   -5.398968  Re=   -2.754734  Im= 1020.556172
n=26   E_DFT=   -2.591355  Re=    2.273607  Im=-54950.810869
n=27   E_DFT=   -2.591355  Re=    2.272476  Im=-54950.766772
n=28   E_DFT=   -2.515375  Re=    2.610875  Im=56565.930365
n=29   E_DFT=   -2.515375  Re=    2.610726  Im=56565.927377
n=30   E_DFT=   -2.347811  Re=    5.722274  Im= 1888.333323
n=31   E_DFT=   -2.347811  Re=    5.722361  Im= 1888.337411
n=32   E_DFT=   -2.339588  Re=    5.705924  Im=-3657.601921
n=33   E_DFT=   -2.339588  Re=    5.705703  Im=-3657.610057
n=34   E_DFT=    1.083633  Re=    2.208825  Im=  -40.970574
n=35   E_DFT=    1.083633  Re=    2.208884  Im=  -40.970552
n=36   E_DFT=    3.734850  Re=   10.601401  Im= -395.485861
n=37   E_DFT=    3.734850  Re=   10.601613  Im= -395.485852
n=38   E_DFT=    3.946919  Re=   40.421258  Im=   75.535505
n=39   E_DFT=    3.946919  Re=   40.421207  Im=   75.535517
n=40   E_DFT=    4.785055  Re=   59.533550  Im=  181.923872
n=41   E_DFT=    4.785055  Re=   59.533542  Im=  181.923844
n=42   E_DFT=    5.503172  Re=    5.509303  Im=-30326.755929
n=43   E_DFT=    5.503172  Re=    5.509191  Im=-30326.754122
n=44   E_DFT=    5.579950  Re=    5.604936  Im=31773.744456
n=45   E_DFT=    5.579950  Re=    5.604869  Im=31773.742696
n=46   E_DFT=    7.479930  Re=    9.774000  Im=12699.172506
n=47   E_DFT=    7.479930  Re=    9.773819  Im=12699.178044
n=48   E_DFT=    7.497363  Re=    9.483563  Im=-12694.194795
n=49   E_DFT=    7.497363  Re=    9.483526  Im=-12694.189127
n=50   E_DFT=    7.654692  Re=   21.385621  Im=   34.292223
n=51   E_DFT=    7.654692  Re=   21.385360  Im=   34.290498
n=52   E_DFT=   10.761649  Re=   10.488879  Im=-15113.232851
n=53   E_DFT=   10.761649  Re=   10.488640  Im=-15113.219803
n=54   E_DFT=   10.776236  Re=   10.634808  Im=15608.694009
n=55   E_DFT=   10.776236  Re=   10.634719  Im=15608.683025
n=56   E_DFT=   10.850507  Re=   16.856494  Im=  107.400916
n=57   E_DFT=   10.850507  Re=   16.856479  Im=  107.400910
n=58   E_DFT=   11.100027  Re=   17.114957  Im=  385.979560
n=59   E_DFT=   11.100027  Re=   17.115036  Im=  385.971457
n=60   E_DFT=   11.106968  Re=   17.192565  Im=-1983.810319
n=61   E_DFT=   11.106968  Re=   17.192475  Im=-1983.818199
n=62   E_DFT=   11.233375  Re=  112.718867  Im=  -61.317921
n=63   E_DFT=   11.233375  Re=  112.718783  Im=  -61.317927
n=64   E_DFT=   14.035511  Re=  174.562453  Im=   48.203348
n=65   E_DFT=   14.035511  Re=  174.562406  Im=   48.203378
n=66   E_DFT=   14.277797  Re=  131.008397  Im= -419.412568
n=67   E_DFT=   14.277797  Re=  131.008281  Im= -419.412581
n=68   E_DFT=   14.661947  Re=  118.248673  Im=   48.840803
n=69   E_DFT=   14.661947  Re=  118.248538  Im=   48.840713
n=70   E_DFT=   16.071643  Re=  213.889494  Im=   10.813342
n=71   E_DFT=   16.071643  Re=  213.889441  Im=   10.813337
n=72   E_DFT=   18.061621  Re=   29.569505  Im=-27659.026702
n=73   E_DFT=   18.061621  Re=   29.569477  Im=-27659.031318
n=74   E_DFT=   18.238654  Re=   30.432578  Im=27660.498667
n=75   E_DFT=   18.238654  Re=   30.432570  Im=27660.500259
n=76   E_DFT=   20.596833  Re=  130.927494  Im= -483.170090
n=77   E_DFT=   20.596833  Re=  130.927398  Im= -483.169933
n=78   E_DFT=   20.823270  Re=   40.809468  Im=-2945.773025
n=79   E_DFT=   20.823270  Re=   40.809649  Im=-2945.782211
n=80   E_DFT=   20.838623  Re=   40.766037  Im= 3463.421112
n=81   E_DFT=   20.838623  Re=   40.765821  Im= 3463.412103
n=82   E_DFT=   21.148651  Re=  191.972596  Im= -146.321022
n=83   E_DFT=   21.148651  Re=  191.972512  Im= -146.321071
n=84   E_DFT=   21.801451  Re=  110.252812  Im= -387.401725
n=85   E_DFT=   21.801451  Re=  110.252670  Im= -387.402041
n=86   E_DFT=   22.264416  Re=   50.571805  Im=-7596.215908
n=87   E_DFT=   22.264416  Re=   50.571422  Im=-7596.209504
n=88   E_DFT=   22.311075  Re=   50.967438  Im= 7873.088179
n=89   E_DFT=   22.311075  Re=   50.967711  Im= 7873.082835
n=90   E_DFT=   22.988316  Re=   89.483993  Im=   15.887938
