# Generated by LORRAX unknown at 2026-07-21 06:23:14 UTC
# G0W0 diagonal energies (eV)
# columns: band  E_DFT  Re[H0+Sigma_xc(E_DFT)]  Im[H0+Sigma_xc(E_DFT)]

k-point 0:
--------------------------------------------------------------------------------
n=0    E_DFT=  -65.484467  Re=  -79.368371  Im=   -0.247088
n=1    E_DFT=  -65.484467  Re=  -79.368362  Im=   -0.244736
n=2    E_DFT=  -42.100571  Re=  -49.064471  Im=-9041.756028
n=3    E_DFT=  -42.100571  Re=  -49.064444  Im=-9041.578756
n=4    E_DFT=  -39.580049  Re=  -46.149206  Im= 3755.290090
n=5    E_DFT=  -39.580049  Re=  -46.149233  Im= 3755.149208
n=6    E_DFT=  -39.404857  Re=  -45.904591  Im= 5103.171137
n=7    E_DFT=  -39.404857  Re=  -45.904599  Im= 5103.285670
n=8    E_DFT=  -19.386943  Re=  -22.585324  Im=    0.377645
n=9    E_DFT=  -19.386943  Re=  -22.585328  Im=    0.377708
n=10   E_DFT=  -18.188235  Re=  -24.389361  Im=  -21.865952
n=11   E_DFT=  -18.188235  Re=  -24.389361  Im=  -21.866092
n=12   E_DFT=  -10.891408  Re=  -16.739761  Im=  -27.622258
n=13   E_DFT=  -10.891408  Re=  -16.739763  Im=  -27.622406
n=14   E_DFT=   -7.880919  Re=   -9.244591  Im= 4729.163547
n=15   E_DFT=   -7.880919  Re=   -9.244597  Im= 4729.211015
n=16   E_DFT=   -7.821581  Re=   -9.242269  Im=-4312.120949
n=17   E_DFT=   -7.821581  Re=   -9.242277  Im=-4312.159760
n=18   E_DFT=   -7.130428  Re=   -6.100414  Im=  -81.656561
n=19   E_DFT=   -7.130428  Re=   -6.100416  Im=  -81.656190
n=20   E_DFT=   -6.799255  Re=   -8.133890  Im=  155.133316
n=21   E_DFT=   -6.799255  Re=   -8.133886  Im=  155.228454
n=22   E_DFT=   -6.718285  Re=   -8.053199  Im= -269.057629
n=23   E_DFT=   -6.718285  Re=   -8.053202  Im= -268.963412
n=24   E_DFT=   -5.398968  Re=   -4.441878  Im=  -12.334122
n=25   E_DFT=   -5.398968  Re=   -4.441883  Im=  -12.332852
n=26   E_DFT=   -2.591355  Re=   -2.104463  Im=-2058.036559
n=27   E_DFT=   -2.591355  Re=   -2.104465  Im=-2058.106727
n=28   E_DFT=   -2.515375  Re=   -2.068964  Im= 2678.658632
n=29   E_DFT=   -2.515375  Re=   -2.068958  Im= 2678.669120
n=30   E_DFT=   -2.347811  Re=   -2.497924  Im=-3957.224722
n=31   E_DFT=   -2.347811  Re=   -2.497926  Im=-3957.206765
n=32   E_DFT=   -2.339588  Re=   -2.493708  Im= 3476.128341
n=33   E_DFT=   -2.339588  Re=   -2.493709  Im= 3476.116704
n=34   E_DFT=    1.083633  Re=    1.115326  Im=   -3.838279
n=35   E_DFT=    1.083633  Re=    1.115325  Im=   -3.838375
n=36   E_DFT=    3.734850  Re=    5.895695  Im=   65.582837
n=37   E_DFT=    3.734850  Re=    5.895699  Im=   65.582755
n=38   E_DFT=    3.946919  Re=   18.540898  Im=   -6.381319
n=39   E_DFT=    3.946919  Re=   18.540900  Im=   -6.381533
n=40   E_DFT=    4.785055  Re=   22.188837  Im=  -30.225077
n=41   E_DFT=    4.785055  Re=   22.188836  Im=  -30.224962
n=42   E_DFT=    5.503172  Re=    6.726541  Im= 1505.617120
n=43   E_DFT=    5.503172  Re=    6.726542  Im= 1505.648750
n=44   E_DFT=    5.579950  Re=    6.731308  Im=-1439.292503
n=45   E_DFT=    5.579950  Re=    6.731308  Im=-1439.324230
n=46   E_DFT=    7.479930  Re=   11.647361  Im=   12.575910
n=47   E_DFT=    7.479930  Re=   11.647363  Im=   12.569147
n=48   E_DFT=    7.497363  Re=   11.484522  Im=   52.090360
n=49   E_DFT=    7.497363  Re=   11.484519  Im=   52.093943
n=50   E_DFT=    7.654692  Re=   18.212797  Im=  -55.735149
n=51   E_DFT=    7.654692  Re=   18.212803  Im=  -55.731017
n=52   E_DFT=   10.761649  Re=   15.240834  Im= -807.237850
n=53   E_DFT=   10.761649  Re=   15.240836  Im= -807.264011
n=54   E_DFT=   10.776236  Re=   15.255870  Im=  744.128109
n=55   E_DFT=   10.776236  Re=   15.255870  Im=  744.150737
n=56   E_DFT=   10.850507  Re=   14.054659  Im=   23.431236
n=57   E_DFT=   10.850507  Re=   14.054662  Im=   23.431110
n=58   E_DFT=   11.100027  Re=   16.976884  Im=-2372.941291
n=59   E_DFT=   11.100027  Re=   16.976888  Im=-2372.980087
n=60   E_DFT=   11.106968  Re=   16.923101  Im= 2314.641988
n=61   E_DFT=   11.106968  Re=   16.923097  Im= 2314.604148
n=62   E_DFT=   11.233375  Re=   75.058825  Im=   33.709352
n=63   E_DFT=   11.233375  Re=   75.058826  Im=   33.708774
n=64   E_DFT=   14.035511  Re=  143.641660  Im=   13.369330
n=65   E_DFT=   14.035511  Re=  143.641658  Im=   13.369464
n=66   E_DFT=   14.277797  Re=   95.988180  Im=   42.529027
n=67   E_DFT=   14.277797  Re=   95.988182  Im=   42.529987
n=68   E_DFT=   14.661947  Re=   94.201460  Im=   57.378817
n=69   E_DFT=   14.661947  Re=   94.201462  Im=   57.379420
n=70   E_DFT=   16.071643  Re=  186.394328  Im=   -1.405053
n=71   E_DFT=   16.071643  Re=  186.394330  Im=   -1.405084
n=72   E_DFT=   18.061621  Re=   23.237836  Im=  -74.457925
n=73   E_DFT=   18.061621  Re=   23.237836  Im=  -74.514571
n=74   E_DFT=   18.238654  Re=   23.493910  Im=  150.647260
n=75   E_DFT=   18.238654  Re=   23.493908  Im=  150.670453
n=76   E_DFT=   20.596833  Re=   81.706014  Im=  -52.840158
n=77   E_DFT=   20.596833  Re=   81.706021  Im=  -52.840609
n=78   E_DFT=   20.823270  Re=   30.074202  Im= -278.402770
n=79   E_DFT=   20.823270  Re=   30.074203  Im= -278.392146
n=80   E_DFT=   20.838623  Re=   30.064821  Im=  349.480502
n=81   E_DFT=   20.838623  Re=   30.064820  Im=  349.491466
n=82   E_DFT=   21.148651  Re=  200.427083  Im=   36.412322
n=83   E_DFT=   21.148651  Re=  200.427085  Im=   36.412229
n=84   E_DFT=   21.801451  Re=   88.541445  Im=   14.022670
n=85   E_DFT=   21.801451  Re=   88.541444  Im=   14.021183
n=86   E_DFT=   22.264416  Re=   32.114235  Im=-1853.911954
n=87   E_DFT=   22.264416  Re=   32.114233  Im=-1853.910034
n=88   E_DFT=   22.311075  Re=   32.097793  Im= 1783.935639
