# Generated by LORRAX unknown at 2026-07-21 01:38:45 UTC
# G0W0 diagonal energies (eV)
# columns: band  E_DFT  Re[H0+Sigma_xc(E_DFT)]  Im[H0+Sigma_xc(E_DFT)]

k-point 0:
--------------------------------------------------------------------------------
n=0    E_DFT=  -65.484467  Re=  -90.749422  Im=    0.096477
n=1    E_DFT=  -65.484467  Re=  -90.749180  Im=   -0.442852
n=2    E_DFT=  -42.100571  Re=  -51.128161  Im=-31822.366738
n=3    E_DFT=  -42.100571  Re=  -51.127652  Im=-31781.154600
n=4    E_DFT=  -39.580049  Re=  -50.433232  Im=10201.595713
n=5    E_DFT=  -39.580049  Re=  -50.432877  Im=10167.685796
n=6    E_DFT=  -39.404857  Re=  -44.597090  Im=19773.133003
n=7    E_DFT=  -39.404857  Re=  -44.596912  Im=19836.483927
n=8    E_DFT=  -19.386943  Re=  -21.334127  Im=    0.197963
n=9    E_DFT=  -19.386943  Re=  -21.334126  Im=    0.198533
n=10   E_DFT=  -18.188235  Re=  -21.098473  Im=  -36.142341
n=11   E_DFT=  -18.188235  Re=  -21.098527  Im=  -36.021452
n=12   E_DFT=  -10.891408  Re=  -17.254929  Im= -138.826535
n=13   E_DFT=  -10.891408  Re=  -17.254945  Im= -138.490248
n=14   E_DFT=   -7.880919  Re=   -9.383755  Im=-11752.452110
n=15   E_DFT=   -7.880919  Re=   -9.383751  Im=-11748.985821
n=16   E_DFT=   -7.821581  Re=   -9.339691  Im=10288.240787
n=17   E_DFT=   -7.821581  Re=   -9.339665  Im=10285.295009
n=18   E_DFT=   -7.130428  Re=   -3.931340  Im=  671.688225
n=19   E_DFT=   -7.130428  Re=   -3.931410  Im=  671.713718
n=20   E_DFT=   -6.799255  Re=  -12.807836  Im= -570.552176
n=21   E_DFT=   -6.799255  Re=  -12.807766  Im= -574.766036
n=22   E_DFT=   -6.718285  Re=  -12.672577  Im=-2183.219772
n=23   E_DFT=   -6.718285  Re=  -12.672600  Im=-2187.555160
n=24   E_DFT=   -5.398968  Re=   -6.067935  Im= 2058.479026
n=25   E_DFT=   -5.398968  Re=   -6.067648  Im= 2057.336733
n=26   E_DFT=   -2.591355  Re=    3.004771  Im=  841.987355
n=27   E_DFT=   -2.591355  Re=    3.004806  Im=  861.028432
n=28   E_DFT=   -2.515375  Re=    2.584223  Im= -329.811121
n=29   E_DFT=   -2.515375  Re=    2.584189  Im= -332.471558
n=30   E_DFT=   -2.347811  Re=   -5.506049  Im=  154.663074
n=31   E_DFT=   -2.347811  Re=   -5.506031  Im=  161.147451
n=32   E_DFT=   -2.339588  Re=   -5.223555  Im= -208.352994
n=33   E_DFT=   -2.339588  Re=   -5.223537  Im= -215.763189
n=34   E_DFT=    1.083633  Re=   -1.242534  Im=   20.825339
n=35   E_DFT=    1.083633  Re=   -1.242532  Im=   20.833447
n=36   E_DFT=    3.734850  Re=    4.186935  Im=   82.297676
n=37   E_DFT=    3.734850  Re=    4.186959  Im=   82.317324
n=38   E_DFT=    3.946919  Re=   17.858341  Im=   27.163282
n=39   E_DFT=    3.946919  Re=   17.858352  Im=   27.190513
n=40   E_DFT=    4.785055  Re=   26.006413  Im=   41.440371
n=41   E_DFT=    4.785055  Re=   26.006412  Im=   41.410743
n=42   E_DFT=    5.503172  Re=    4.390653  Im= 1844.624140
n=43   E_DFT=    5.503172  Re=    4.390652  Im= 1843.420821
n=44   E_DFT=    5.579950  Re=    4.393127  Im=-1672.411576
