# Generated by LORRAX unknown at 2026-07-18 02:21:34 UTC
# G0W0 diagonal energies (eV)
# columns: band  E_DFT  Re[H0+Sigma_xc(E_DFT)]  Im[H0+Sigma_xc(E_DFT)]

k-point 0:
--------------------------------------------------------------------------------
n=0    E_DFT=  -65.372251  Re=  -84.100737  Im=    0.300852
n=1    E_DFT=  -65.372251  Re=  -84.102496  Im=    0.293395
n=2    E_DFT=  -41.997237  Re=  -48.211072  Im=  657.504222
n=3    E_DFT=  -41.997237  Re=  -48.212918  Im=  657.585395
n=4    E_DFT=  -39.497232  Re=  -44.493705  Im=12488.889722
n=5    E_DFT=  -39.497232  Re=  -44.494571  Im=12489.148749
n=6    E_DFT=  -39.272875  Re=  -45.673489  Im=-12245.531122
n=7    E_DFT=  -39.272875  Re=  -45.669883  Im=-12245.725276
n=8    E_DFT=  -19.398604  Re=  -19.890664  Im=   -0.099693
n=9    E_DFT=  -19.398604  Re=  -19.889694  Im=   -0.099729
n=10   E_DFT=  -18.214280  Re=  -16.235567  Im=   67.329726
n=11   E_DFT=  -18.214280  Re=  -16.235723  Im=   67.327811
n=12   E_DFT=  -10.873768  Re=   -9.770846  Im=   30.100912
n=13   E_DFT=  -10.873768  Re=   -9.769916  Im=   30.101297
n=14   E_DFT=   -7.815640  Re=  -10.896089  Im=-7544.248260
n=15   E_DFT=   -7.815640  Re=  -10.895525  Im=-7544.218593
n=16   E_DFT=   -7.759785  Re=  -10.752394  Im= 6961.202445
n=17   E_DFT=   -7.759785  Re=  -10.751766  Im= 6961.176102
n=18   E_DFT=   -7.145276  Re=   -5.083029  Im=  -63.348272
n=19   E_DFT=   -7.145276  Re=   -5.082960  Im=  -63.349589
n=20   E_DFT=   -6.779803  Re=  -11.400635  Im=  469.273263
n=21   E_DFT=   -6.779803  Re=  -11.401145  Im=  469.006619
n=22   E_DFT=   -6.699109  Re=  -11.266024  Im= -219.299713
n=23   E_DFT=   -6.699109  Re=  -11.267411  Im= -219.252630
n=24   E_DFT=   -5.386093  Re=   -8.578704  Im=   30.544926
n=25   E_DFT=   -5.386093  Re=   -8.572999  Im=   30.536113
n=26   E_DFT=   -2.581488  Re=    5.183792  Im=  337.386695
n=27   E_DFT=   -2.581488  Re=    5.182806  Im=  337.157905
n=28   E_DFT=   -2.505729  Re=    4.849057  Im=-1076.616608
n=29   E_DFT=   -2.505729  Re=    4.849699  Im=-1077.005301
n=30   E_DFT=   -2.332526  Re=    1.474651  Im= 3379.540953
n=31   E_DFT=   -2.332526  Re=    1.474061  Im= 3379.550113
n=32   E_DFT=   -2.326587  Re=    1.551677  Im=-2509.719492
n=33   E_DFT=   -2.326587  Re=    1.552191  Im=-2509.734259
n=34   E_DFT=    1.113320  Re=   -4.216899  Im=   -0.117114
n=35   E_DFT=    1.113320  Re=   -4.216599  Im=   -0.117130
n=36   E_DFT=    3.714012  Re=   -7.894781  Im=  -28.761604
n=37   E_DFT=    3.714012  Re=   -7.895171  Im=  -28.761634
n=38   E_DFT=    3.951990  Re=   25.603630  Im=   -9.077161
