# Sigma output (all in eV)
# sigTOT = sigSX + sigCOH

k-point 0:
----------------------------------------------------------------------------------------------------
n=0   sigSX=   -4.274917              sigCOH=  -10.175677              sigTOT=  -14.450594              VH=    3.621479+ -0.000000i
n=1   sigSX=   -4.274917              sigCOH=  -10.175677              sigTOT=  -14.450594              VH=    3.621479+ -0.000000i
n=2   sigSX=   -4.036429              sigCOH=  -10.730898              sigTOT=  -14.767327              VH=    5.839184+ -0.000000i
n=3   sigSX=   -4.036429              sigCOH=  -10.730898              sigTOT=  -14.767327              VH=    5.839184+ -0.000000i
n=4   sigSX=   -4.033314              sigCOH=  -10.728122              sigTOT=  -14.761437              VH=    5.830928+  0.000000i
n=5   sigSX=   -4.033108              sigCOH=  -10.727802              sigTOT=  -14.760910              VH=    5.828455+ -0.000000i
n=6   sigSX=   -4.033261              sigCOH=  -10.728070              sigTOT=  -14.761331              VH=    5.830845+  0.000000i
n=7   sigSX=   -4.033134              sigCOH=  -10.727765              sigTOT=  -14.760899              VH=    5.828832+ -0.000000i
n=8   sigSX=   -1.972660              sigCOH=   -9.795683              sigTOT=  -11.768343              VH=    2.381862+  0.000000i
n=9   sigSX=   -1.972660              sigCOH=   -9.795683              sigTOT=  -11.768343              VH=    2.381862+  0.000000i
n=10  sigSX=   -1.969493              sigCOH=   -9.789804              sigTOT=  -11.759297              VH=    2.366335+  0.000001i
n=11  sigSX=   -1.969870              sigCOH=   -9.791440              sigTOT=  -11.761310              VH=    2.364584+ -0.000000i
n=12  sigSX=   -1.969595              sigCOH=   -9.790673              sigTOT=  -11.760269              VH=    2.366503+  0.000001i
n=13  sigSX=   -1.969798              sigCOH=   -9.790733              sigTOT=  -11.760531              VH=    2.364317+  0.000000i
n=14  sigSX=   -2.162307              sigCOH=  -10.640322              sigTOT=  -12.802628              VH=    5.336243+ -0.000002i
n=15  sigSX=   -2.162307              sigCOH=  -10.640322              sigTOT=  -12.802628              VH=    5.336243+ -0.000002i
n=16  sigSX=   -1.793705              sigCOH=   -9.683238              sigTOT=  -11.476943              VH=    2.340237+  0.000001i
n=17  sigSX=   -1.793574              sigCOH=   -9.682801              sigTOT=  -11.476375              VH=    2.340800+  0.000000i
n=18  sigSX=   -1.793655              sigCOH=   -9.683127              sigTOT=  -11.476781              VH=    2.340383+  0.000001i
n=19  sigSX=   -1.793671              sigCOH=   -9.682925              sigTOT=  -11.476596              VH=    2.340664+  0.000000i
n=20  sigSX=   -1.384662              sigCOH=   -7.865738              sigTOT=   -9.250400              VH=   -2.823176+  0.000000i
n=21  sigSX=   -1.384662              sigCOH=   -7.865738              sigTOT=   -9.250400              VH=   -2.823176+  0.000000i
n=22  sigSX=   -1.253034              sigCOH=   -8.365334              sigTOT=   -9.618368              VH=   -1.840081+ -0.000000i
n=23  sigSX=   -1.253034              sigCOH=   -8.365334              sigTOT=   -9.618368              VH=   -1.840081+ -0.000000i
n=24  sigSX=   -1.253356              sigCOH=   -8.366360              sigTOT=   -9.619715              VH=   -1.842668+ -0.000000i
n=25  sigSX=   -1.253303              sigCOH=   -8.364464              sigTOT=   -9.617766              VH=   -1.838930+ -0.000000i
n=26  sigSX=   -1.253475              sigCOH=   -8.367175              sigTOT=   -9.620650              VH=   -1.842874+ -0.000000i
n=27  sigSX=   -1.253225              sigCOH=   -8.363800              sigTOT=   -9.617025              VH=   -1.838956+  0.000000i
n=28  sigSX=   -0.704892              sigCOH=   -6.930261              sigTOT=   -7.635153              VH=   -5.831340+  0.000002i
n=29  sigSX=   -0.704892              sigCOH=   -6.930261              sigTOT=   -7.635153              VH=   -5.831340+  0.000002i
n=30  sigSX=   -1.500540              sigCOH=   -9.519201              sigTOT=  -11.019742              VH=    2.997308+ -0.000007i
n=31  sigSX=   -1.500541              sigCOH=   -9.519201              sigTOT=  -11.019742              VH=    2.997308+ -0.000007i
n=32  sigSX=   -1.500682              sigCOH=   -9.519155              sigTOT=  -11.019836              VH=    2.996020+ -0.000005i
n=33  sigSX=   -1.500763              sigCOH=   -9.519335              sigTOT=  -11.020097              VH=    2.994402+ -0.000009i
n=34  sigSX=   -1.500708              sigCOH=   -9.519584              sigTOT=  -11.020292              VH=    2.990765+ -0.000007i
n=35  sigSX=   -1.500749              sigCOH=   -9.518814              sigTOT=  -11.019562              VH=    2.999660+ -0.000008i
n=36  sigSX=   -1.569485              sigCOH=  -10.108057              sigTOT=  -11.677543              VH=    4.669921+  0.000002i
n=37  sigSX=   -1.569828              sigCOH=  -10.109694              sigTOT=  -11.679522              VH=    4.663606+  0.000006i
n=38  sigSX=   -1.569631              sigCOH=  -10.107846              sigTOT=  -11.677478              VH=    4.669020+  0.000005i
n=39  sigSX=   -1.569683              sigCOH=  -10.109903              sigTOT=  -11.679586              VH=    4.664506+  0.000003i
n=40  sigSX=   -1.491006              sigCOH=   -9.901061              sigTOT=  -11.392067              VH=    4.421993+  0.000001i
n=41  sigSX=   -1.491006              sigCOH=   -9.901061              sigTOT=  -11.392067              VH=    4.421993+  0.000001i
n=42  sigSX=   -1.490708              sigCOH=   -9.905543              sigTOT=  -11.396251              VH=    4.428793+  0.000001i
n=43  sigSX=   -1.490939              sigCOH=   -9.902954              sigTOT=  -11.393893              VH=    4.439897+  0.000001i
n=44  sigSX=   -1.490853              sigCOH=   -9.905045              sigTOT=  -11.395898              VH=    4.430273+ -0.000000i
n=45  sigSX=   -1.490759              sigCOH=   -9.903480              sigTOT=  -11.394240              VH=    4.438254+  0.000003i
n=46  sigSX=   -1.475080              sigCOH=   -9.408236              sigTOT=  -10.883315              VH=    2.184821+  0.000001i
n=47  sigSX=   -1.475039              sigCOH=   -9.408913              sigTOT=  -10.883952              VH=    2.184920+  0.000001i
n=48  sigSX=   -1.475088              sigCOH=   -9.408795              sigTOT=  -10.883883              VH=    2.185483+  0.000001i
n=49  sigSX=   -1.475036              sigCOH=   -9.406858              sigTOT=  -10.881894              VH=    2.187176+  0.000001i
n=50  sigSX=   -1.475135              sigCOH=   -9.408386              sigTOT=  -10.883522              VH=    2.184266+  0.000000i
n=51  sigSX=   -1.475117              sigCOH=   -9.406834              sigTOT=  -10.881951              VH=    2.187176+ -0.000001i
