# Generated by LORRAX unknown at 2026-07-21 02:04:50 UTC
# G0W0 diagonal energies (eV)
# columns: band  E_DFT  Re[H0+Sigma_xc(E_DFT)]  Im[H0+Sigma_xc(E_DFT)]

k-point 0:
--------------------------------------------------------------------------------
n=0    E_DFT=  -65.484467  Re=   35.690657  Im= 8433.004994
n=1    E_DFT=  -65.484467  Re=   36.829121  Im=-8448.688187
n=2    E_DFT=  -42.100571  Re= -109.643578  Im=-11916156.028653
n=3    E_DFT=  -42.100571  Re= -111.992226  Im=11437014.068461
n=4    E_DFT=  -39.580049  Re= -115.681527  Im=8161184.631259
n=5    E_DFT=  -39.580049  Re= -113.921592  Im=-7940873.265542
n=6    E_DFT=  -39.404857  Re=  -74.200377  Im=8159200.642066
n=7    E_DFT=  -39.404857  Re=  -99.872222  Im=-7956638.516215
n=8    E_DFT=  -19.386943  Re=  -20.907552  Im= 2411.287296
n=9    E_DFT=  -19.386943  Re=  -20.961251  Im=-2381.004024
n=10   E_DFT=  -18.188235  Re=  -27.594474  Im=-47687.730007
n=11   E_DFT=  -18.188235  Re=  -27.519395  Im=46742.552214
n=12   E_DFT=  -10.891408  Re=  -10.005052  Im=-28381.326757
n=13   E_DFT=  -10.891408  Re=  -10.112760  Im=26009.685686
n=14   E_DFT=   -7.880919  Re=   -4.329554  Im=-4486776.662154
n=15   E_DFT=   -7.880919  Re=   -2.464232  Im=3713146.354169
n=16   E_DFT=   -7.821581  Re=   -2.866209  Im=3730420.446083
n=17   E_DFT=   -7.821581  Re=   -4.492812  Im=-3031037.686800
n=18   E_DFT=   -7.130428  Re=   -7.599430  Im=-12846.831661
n=19   E_DFT=   -7.130428  Re=   -7.570991  Im=14027.040927
n=20   E_DFT=   -6.799255  Re=   -5.754528  Im=-996062.999585
n=21   E_DFT=   -6.799255  Re=   -4.629246  Im=478790.653652
n=22   E_DFT=   -6.718285  Re=   -6.004881  Im=-408224.113249
n=23   E_DFT=   -6.718285  Re=   -4.917433  Im=930718.974925
n=24   E_DFT=   -5.398968  Re=    9.270999  Im=48817.796920
n=25   E_DFT=   -5.398968  Re=    9.270122  Im=-46726.777885
n=26   E_DFT=   -2.591355  Re=   -1.777877  Im=-6102195.682869
n=27   E_DFT=   -2.591355  Re=    1.479038  Im=6109079.548323
n=28   E_DFT=   -2.515375  Re=    0.125193  Im=926258.706837
n=29   E_DFT=   -2.515375  Re=   -0.736449  Im=-901203.772862
n=30   E_DFT=   -2.347811  Re=    2.030950  Im=-6360668.869873
n=31   E_DFT=   -2.347811  Re=    1.650535  Im=6390597.204724
n=32   E_DFT=   -2.339588  Re=    1.563191  Im=6630840.392906
n=33   E_DFT=   -2.339588  Re=    1.614067  Im=-6691595.723773
n=34   E_DFT=    1.083633  Re=    2.363374  Im=-1276.583580
n=35   E_DFT=    1.083633  Re=    2.393386  Im=  922.398394
n=36   E_DFT=    3.734850  Re=    5.821621  Im= -374.472121
n=37   E_DFT=    3.734850  Re=    5.854378  Im= -457.232273
n=38   E_DFT=    3.946919  Re=   17.430942  Im=13024.246224
n=39   E_DFT=    3.946919  Re=   17.278640  Im=-12930.359930
n=40   E_DFT=    4.785055  Re=   21.563675  Im= 2358.013521
n=41   E_DFT=    4.785055  Re=   21.584497  Im=-3023.025375
n=42   E_DFT=    5.503172  Re=    5.250153  Im=264144.139762
n=43   E_DFT=    5.503172  Re=    4.161079  Im=-259833.737856
n=44   E_DFT=    5.579950  Re=    3.491294  Im=-284125.920508
n=45   E_DFT=    5.579950  Re=    4.538931  Im=283006.794353
n=46   E_DFT=    7.479930  Re=    6.539219  Im=-35126.206277
n=47   E_DFT=    7.479930  Re=    7.294360  Im=50138.687223
n=48   E_DFT=    7.497363  Re=    5.831495  Im=-1241217.960923
n=49   E_DFT=    7.497363  Re=    8.196864  Im=1240716.217740
n=50   E_DFT=    7.654692  Re=   -0.760096  Im=-56959.058643
n=51   E_DFT=    7.654692  Re=   -1.160589  Im=42485.824876
n=52   E_DFT=   10.761649  Re=    7.964988  Im=-2461005.738878
n=53   E_DFT=   10.761649  Re=   10.435607  Im=2449558.323364
n=54   E_DFT=   10.776236  Re=   10.236356  Im=1844540.668505
n=55   E_DFT=   10.776236  Re=    8.109302  Im=-1829380.220234
n=56   E_DFT=   10.850507  Re=   14.104118  Im= 1828.469808
n=57   E_DFT=   10.850507  Re=   14.081564  Im=-1704.985967
n=58   E_DFT=   11.100027  Re=   15.151478  Im=-4627694.773706
